booking_id,property_id,market_segment,distribution_channel,lead_time_band,deposit_type,actual_is_canceled,predicted_cancellation_risk,risk_band,lost_revenue
SW042248,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2128,Low risk,0.0
SW042292,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1834,Low risk,0.0
SW042319,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW042364,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW042373,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,18.6
SW042416,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW042422,P002,Groups,TA/TO,0-7 days,No Deposit,0,0.2626,Medium risk,0.0
SW042438,P002,Groups,TA/TO,0-7 days,No Deposit,0,0.2626,Medium risk,0.0
SW042488,P002,Groups,TA/TO,31-90 days,No Deposit,1,0.4243,Medium risk,150.0
SW042505,P002,Groups,TA/TO,0-7 days,No Deposit,1,0.2626,Medium risk,12.0
SW042517,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW042518,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW042524,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW042569,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW042601,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.2316,Low risk,0.0
SW042605,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW042623,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW042715,P002,Corporate,Corporate,31-90 days,No Deposit,0,0.185,Low risk,0.0
SW042728,P002,Corporate,Corporate,31-90 days,No Deposit,0,0.185,Low risk,0.0
SW042754,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2128,Low risk,0.0
SW042763,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0989,Low risk,0.0
SW042779,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,37.8
SW042824,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1362,Low risk,0.0
SW042828,P002,Groups,TA/TO,31-90 days,No Deposit,1,0.4243,Medium risk,270.0
SW042841,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW042899,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW042900,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW042907,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.1974,Low risk,796.53
SW042918,P002,Groups,TA/TO,8-30 days,No Deposit,1,0.3791,Medium risk,252.0
SW042982,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,38.7
SW042983,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,38.7
SW042988,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,38.7
SW042993,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2128,Low risk,0.0
SW043008,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043026,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043055,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.25,Low risk,0.0
SW043065,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.3442,Medium risk,270.0
SW043066,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW043194,P002,Groups,TA/TO,31-90 days,No Deposit,1,0.4243,Medium risk,124.0
SW043205,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2128,Low risk,0.0
SW043208,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043214,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.4241,Medium risk,0.0
SW043229,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2128,Low risk,0.0
SW043237,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2128,Low risk,0.0
SW043280,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW043289,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW043293,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043310,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043344,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.841,High risk,30.45
SW043358,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.841,High risk,30.45
SW043370,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043384,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043405,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.841,High risk,30.45
SW043417,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043421,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.841,High risk,30.45
SW043464,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.841,High risk,24.0
SW043481,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.1974,Low risk,0.0
SW043507,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2128,Low risk,124.0
SW043516,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW043541,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043545,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043574,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW043584,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW043643,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,583.2
SW043653,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043656,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043688,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043695,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW043714,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043720,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW043864,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,127.5
SW043875,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,127.5
SW043911,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,127.5
SW043912,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,127.5
SW043915,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,127.5
SW043934,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,102.0
SW043948,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,102.0
SW044021,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW044058,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,25.5
SW044090,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.8547,High risk,36.3
SW044093,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.8547,High risk,36.3
SW044119,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.8547,High risk,32.4
SW044141,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW044186,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW044237,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW044246,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW044253,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW044271,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW044314,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,37.2
SW044351,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW044375,P002,Corporate,Corporate,31-90 days,No Deposit,0,0.2336,Low risk,0.0
SW044376,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW044397,P002,Groups,TA/TO,31-90 days,No Deposit,1,0.4973,High risk,295.2
SW044425,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,84.0
SW044439,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,84.0
SW044445,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,84.0
SW044474,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.25,Low risk,0.0
SW044501,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.246,Low risk,639.0
SW044542,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW044549,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW044588,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW044590,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW044598,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,344.0
SW044609,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,344.0
SW044643,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3842,Medium risk,174.6
SW044658,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW044682,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3173,Medium risk,225.0
SW044726,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,21.0
SW044792,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2213,Low risk,0.0
SW044870,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW044943,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,10.5
SW044967,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,16.2
SW044968,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW045016,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW045033,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW045055,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8566,High risk,30.45
SW045057,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8566,High risk,30.45
SW045083,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8566,High risk,30.45
SW045144,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW045157,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.25,Low risk,0.0
SW045159,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.2213,Low risk,24.0
SW045194,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW045216,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,21.9
SW045237,P002,Groups,Direct,31-90 days,Non Refund,1,0.8724,High risk,22.5
SW045238,P002,Groups,Direct,31-90 days,Non Refund,1,0.8724,High risk,22.5
SW045243,P002,Groups,Direct,31-90 days,Non Refund,1,0.8724,High risk,22.5
SW045269,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045294,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045310,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045333,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.25,Low risk,357.0
SW045354,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW045372,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045399,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045407,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045444,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW045509,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045538,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,33.3
SW045583,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,33.3
SW045604,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,22.5
SW045608,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,22.5
SW045653,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045657,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045689,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045719,P002,Direct,Direct,31-90 days,No Deposit,0,0.108,Low risk,0.0
SW045746,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045794,P002,Groups,TA/TO,91-180 days,No Deposit,1,0.4543,High risk,210.0
SW045821,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045831,P002,Groups,TA/TO,91-180 days,No Deposit,1,0.4543,High risk,252.0
SW045852,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045871,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW045891,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.301,Medium risk,0.0
SW045958,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,33.75
SW045983,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,39.0
SW046010,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.2692,Medium risk,289.0
SW046020,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,40.5
SW046026,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW046031,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW046077,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046078,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW046091,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,22.5
SW046106,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.2429,Low risk,0.0
SW046113,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW046130,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.2692,Medium risk,0.0
SW046136,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046161,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046177,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046180,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.2692,Medium risk,0.0
SW046211,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046245,P002,Direct,Direct,8-30 days,No Deposit,0,0.0824,Low risk,0.0
SW046255,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW046347,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW046358,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW046389,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,712.02
SW046422,P002,Direct,Direct,91-180 days,No Deposit,1,0.2155,Low risk,74.25
SW046438,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1231,Low risk,0.0
SW046439,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW046458,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046508,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW046532,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.1905,Low risk,0.0
SW046567,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,348.0
SW046637,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW046790,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.3442,Medium risk,240.0
SW046806,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW046899,P002,Corporate,Corporate,31-90 days,No Deposit,1,0.185,Low risk,124.0
SW046953,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,156.6
SW046956,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,231.75
SW046962,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW046985,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW047013,P002,Online TA,TA/TO,0-7 days,No Deposit,1,0.2396,Low risk,3111.12
SW047050,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,255.0
SW047053,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,218.7
SW047060,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,474.0
SW047089,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW047125,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW047128,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,688.0
SW047140,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW047176,P002,Direct,Direct,31-90 days,No Deposit,0,0.1534,Low risk,0.0
SW047203,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW047243,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,81.9
SW047266,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,1,0.2316,Low risk,60.4
SW047278,P002,Direct,Direct,0-7 days,No Deposit,1,0.0805,Low risk,237.0
SW047302,P002,Online TA,TA/TO,0-7 days,No Deposit,1,0.1615,Low risk,91.0
SW047304,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,72.9
SW047330,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,33.75
SW047334,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,33.75
SW047382,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW047401,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,1,0.3407,Medium risk,207.0
SW047420,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,202.5
SW047426,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,440.52
SW047429,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,91.0
SW047448,P002,Online TA,TA/TO,0-7 days,No Deposit,1,0.2396,Low risk,85.0
SW047454,P002,Online TA,TA/TO,0-7 days,No Deposit,1,0.2396,Low risk,276.0
SW047468,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW047473,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,540.0
SW047517,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,206.1
SW047527,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,135.0
SW047538,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,156.6
SW047577,P002,Direct,Direct,8-30 days,No Deposit,1,0.1677,Low risk,707.0
SW047620,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,1,0.1834,Low risk,180.0
SW047697,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.3442,Medium risk,240.0
SW047708,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,236.7
SW047740,P002,Corporate,Corporate,8-30 days,No Deposit,1,0.1583,Low risk,110.0
SW047750,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,219.3
SW047796,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2289,Low risk,0.0
SW047820,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,794.97
SW047824,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.287,Medium risk,129.0
SW047844,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW047896,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,342.9
SW047921,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,252.24
SW047943,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW047944,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2289,Low risk,0.0
SW047946,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,294.3
SW047954,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,384.0
SW047965,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,142.2
SW048016,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,309.0
SW048086,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW048097,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,71.1
SW048148,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,48.0
SW048149,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2252,Low risk,0.0
SW048175,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,22.5
SW048177,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,22.5
SW048178,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,22.5
SW048194,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,22.5
SW048214,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW048238,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,28.26
SW048271,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,31.74
SW048282,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW048312,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW048332,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,258.0
SW048352,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW048354,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW048355,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW048369,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,56.25
SW048375,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,56.25
SW048394,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,40.5
SW048435,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,198.0
SW048504,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,397.8
SW048521,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,280.8
SW048567,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,45.0
SW048568,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,58.5
SW048572,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,45.0
SW048590,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,315.9
SW048624,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3173,Medium risk,260.0
SW048630,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3173,Medium risk,260.0
SW048638,P002,Direct,Direct,31-90 days,No Deposit,1,0.1294,Low risk,1985.1
SW048656,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9184,High risk,28.8
SW048690,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,207.0
SW048739,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW048742,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,465.8
SW048761,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,19.2
SW048824,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,18.6
SW048844,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,450.9
SW048865,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,685.0
SW048871,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,208.8
SW048897,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,465.8
SW048916,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,153.0
SW048917,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,214.2
SW048930,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,450.32
SW048945,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,300.6
SW048972,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,369.5
SW049010,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.2511,Medium risk,386.0
SW049016,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3543,Medium risk,0.0
SW049037,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,28.8
SW049061,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,11.25
SW049082,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,11.25
SW049132,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,11.25
SW049141,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW049175,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,18.6
SW049193,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,18.6
SW049208,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,535.5
SW049237,P002,Direct,Direct,8-30 days,No Deposit,1,0.1076,Low risk,346.0
